paper_unit,paper_id,study_id,source,org_level,genus,species,temp,temp_units,response_def,response_value,response_units ,gas,gas_unit,mass/area,time,error,error_type,sample_size,realm,exp_design,time_point,time_units,add_trt,add_value,ppfd,avg_ppfd,ppfd_units,metabolic_category,latitude,latitude_broad,avg_depth_m,depth_m
2,uthicke2012,uthicke2012,figure 2,,Marginopora ,vertebralis,29.2,C,net photosynthesis,1.686391992,ug O2 mm^-2 day^-1,O2,ug,mm^2,day,,,,M,,,,location,GBR,,12.7,umol m^-2  day^-1,npp,-18.2871,,1,0-2
2,uthicke2012,uthicke2012,figure 2,,Marginopora ,vertebralis,29.2,C,net photosynthesis,2.357926296,ug O2 mm^-2 day^-1,O2,ug,mm^2,day,,,,M,,,,location,GBR,,12.7,umol m^-2  day^-1,npp,-18.2871,,1,0-2
2,uthicke2012,uthicke2012,figure 2,,Marginopora ,vertebralis,29.2,C,net photosynthesis,2.619479482,ug O2 mm^-2 day^-1,O2,ug,mm^2,day,,,,M,,,,location,GBR,,12.7,umol m^-2  day^-1,npp,-18.2871,,1,0-2
2,uthicke2012,uthicke2012,figure 2,,Marginopora ,vertebralis,29.2,C,net photosynthesis,1.489672038,ug O2 mm^-2 day^-1,O2,ug,mm^2,day,,,,M,,,,location,GBR,,12.7,umol m^-2  day^-1,npp,-18.2871,,1,0-2
2,uthicke2012,uthicke2012,figure 2,,Marginopora ,vertebralis,29.2,C,net photosynthesis,1.013356251,ug O2 mm^-2 day^-1,O2,ug,mm^2,day,,,,M,,,,location,GBR,,12.7,umol m^-2  day^-1,npp,-18.2871,,1,0-2
2,uthicke2012,uthicke2012,figure 2,,Marginopora ,vertebralis,29.2,C,net photosynthesis,2.156682108,ug O2 mm^-2 day^-1,O2,ug,mm^2,day,,,,M,,,,location,GBR,,12.7,umol m^-2  day^-1,npp,-18.2871,,1,0-2
2,uthicke2012,uthicke2012,figure 2,,Marginopora ,vertebralis,29.3,C,net photosynthesis,2.710490387,ug O2 mm^-2 day^-1,O2,ug,mm^2,day,,,,M,,,,location,GBR,,12.7,umol m^-2  day^-1,npp,-18.2871,,1,0-2
2,uthicke2012,uthicke2012,figure 2,,Marginopora ,vertebralis,29.3,C,net photosynthesis,2.8670171,ug O2 mm^-2 day^-1,O2,ug,mm^2,day,,,,M,,,,location,GBR,,12.7,umol m^-2  day^-1,npp,-18.2871,,1,0-2
2,uthicke2012,uthicke2012,figure 2,,Marginopora ,vertebralis,29.3,C,net photosynthesis,2.341719271,ug O2 mm^-2 day^-1,O2,ug,mm^2,day,,,,M,,,,location,GBR,,12.7,umol m^-2  day^-1,npp,-18.2871,,1,0-2
2,uthicke2012,uthicke2012,figure 2,,Marginopora ,vertebralis,29.3,C,net photosynthesis,2.921026842,ug O2 mm^-2 day^-1,O2,ug,mm^2,day,,,,M,,,,location,GBR,,12.7,umol m^-2  day^-1,npp,-18.2871,,1,0-2
2,uthicke2012,uthicke2012,figure 2,,Marginopora ,vertebralis,29.3,C,net photosynthesis,3.110060936,ug O2 mm^-2 day^-1,O2,ug,mm^2,day,,,,M,,,,location,GBR,,12.7,umol m^-2  day^-1,npp,-18.2871,,1,0-2
2,uthicke2012,uthicke2012,figure 2,,Marginopora ,vertebralis,29.3,C,net photosynthesis,2.749508132,ug O2 mm^-2 day^-1,O2,ug,mm^2,day,,,,M,,,,location,GBR,,12.7,umol m^-2  day^-1,npp,-18.2871,,1,0-2
2,uthicke2012,uthicke2012,figure 2,,Marginopora ,vertebralis,29.3,C,net photosynthesis,2.97011479,ug O2 mm^-2 day^-1,O2,ug,mm^2,day,,,,M,,,,location,GBR,,12.7,umol m^-2  day^-1,npp,-18.2871,,1,0-2
2,uthicke2012,uthicke2012,figure 2,,Marginopora ,vertebralis,29.3,C,net photosynthesis,2.519549133,ug O2 mm^-2 day^-1,O2,ug,mm^2,day,,,,M,,,,location,GBR,,12.7,umol m^-2  day^-1,npp,-18.2871,,1,0-2
2,uthicke2012,uthicke2012,figure 2,,Marginopora ,vertebralis,29.3,C,net photosynthesis,3.184487382,ug O2 mm^-2 day^-1,O2,ug,mm^2,day,,,,M,,,,location,GBR,,12.7,umol m^-2  day^-1,npp,-18.2871,,1,0-2
2,uthicke2012,uthicke2012,figure 2,,Marginopora ,vertebralis,29.3,C,net photosynthesis,1.917140503,ug O2 mm^-2 day^-1,O2,ug,mm^2,day,,,,M,,,,location,GBR,,12.7,umol m^-2  day^-1,npp,-18.2871,,1,0-2
2,uthicke2012,uthicke2012,figure 2,,Marginopora ,vertebralis,29.3,C,net photosynthesis,2.275193133,ug O2 mm^-2 day^-1,O2,ug,mm^2,day,,,,M,,,,location,GBR,,12.7,umol m^-2  day^-1,npp,-18.2871,,1,0-2
2,uthicke2012,uthicke2012,figure 2,,Marginopora ,vertebralis,29.3,C,net photosynthesis,2.481229311,ug O2 mm^-2 day^-1,O2,ug,mm^2,day,,,,M,,,,location,GBR,,12.7,umol m^-2  day^-1,npp,-18.2871,,1,0-2
